"Competitive Bid Service Area ID","Competitive Bid Service Area Name","Company Name","DBA Name","Address","Address 2","City","State","Zip","Zip Plus 4","Phone","Toll-Free Telephone","Product Category Name","Competitive Bid?"
"","","LINCARE INC.                                                          ","LINCARE INC","215 WARWOOD AVE                                        ","                                                       ","WHEELING                      ","WV","26003","    ","(304)277-1006","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","19W FAYETTE ST                                         ","                                                       ","UNIONTOWN                     ","PA","15401","    ","(724)438-7992","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","4109 PEPPERELL WAY                                     ","                                                       ","DUBLIN                        ","VA","24084","    ","(540)674-6888","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","2023 LANGHORNE RD                                      ","                                                       ","LYNCHBURG                     ","VA","24501","    ","(434)847-8663","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","1710 W 3RD ST                                          ","                                                       ","FARMVILLE                     ","VA","23901","    ","(434)392-4549","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","3150 HALIFAX RD                                        ","                                                       ","SOUTH BOSTON                  ","VA","24592","    ","(434)575-8072","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","523 LEESVILLE RD                                       ","                                                       ","LYNCHBURG                     ","VA","24502","    ","(434)237-3712","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE","2956E MAIN STREET EXT                                  ","                                                       ","SPARTANBURG                   ","SC","29307","    ","(864)591-2600","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","1613 W NORRIS DR                                       ","                                                       ","OTTAWA                        ","IL","61350","    ","(815)433-1281","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","3906 BROADWAY                                          ","                                                       ","QUINCY                        ","IL","62305","    ","(217)222-1983","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","298 STEBBINGS CT                                       ","                                                       ","BRADLEY                       ","IL","60915","    ","(815)932-1392","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE","3 1/2 SOUTHGATE COURT                                  ","SUITE A                                                ","TILTON                        ","IL","61833","    ","(217)431-1488","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE","53 E SIMMONS ST                                        ","                                                       ","GALESBURG                     ","IL","61401","    ","(309)343-2776","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","1807 MURRY RD SW                                       ","STE K&L                                                ","ROANOKE                       ","VA","24018","    ","(540)344-8677","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","2425 W PARK 74 DR                                      ","                                                       ","PEORIA                        ","IL","61615","    ","(309)691-1596","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE","1613 COMMERCE PKWY                                     ","STE C                                                  ","BLOOMINGTON                   ","IL","61704","    ","(309)661-7349","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","602 S STALEY RD                                        ","STE A                                                  ","CHAMPAIGN                     ","IL","61822","    ","(217)398-8191","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","200 COBB PARKWAY N                                     ","BLDG 100, STE 142                                      ","MARIETTA                      ","GA","30062","    ","(770)425-1229","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","1987 W 4TH ST                                          ","STE 300                                                ","ONTARIO                       ","OH","44906","    ","(419)528-0027","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE","1047 E STUART DR                                       ","UNIT 18                                                ","GALAX                         ","VA","24333","    ","(276)238-8880","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","3605 SUMMERVILLE RD                                    ","                                                       ","PHENIX CITY                   ","AL","36867","    ","(334)298-0070","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC.","952 HAPPY VALLEY RD                                    ","                                                       ","GLASGOW                       ","KY","42141","    ","(270)651-3753","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","230-A SKIPJACK RD                                      ","                                                       ","PRINCE FREDERICK              ","MD","20678","    ","(410)535-6407","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","ADULT AND PEDIATRIC SPECIALISTS","2311 ABERDEEN BLVD                                     ","SUITES A & B1                                          ","GASTONIA                      ","NC","28054","    ","(704)824-3009","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE","954 S WESTWOOD BLVD                                    ","                                                       ","POPLAR BLUFF                  ","MO","63901","    ","(573)776-6896","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE","2102 W VISTA ST                                        ","# A                                                    ","SPRINGFIELD                   ","MO","65807","    ","(417)823-9003","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE","28A PRONGHORN TRL                                      ","                                                       ","BOZEMAN                       ","MT","59718","    ","(406)585-5582","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE","7 S 8TH ST                                             ","                                                       ","MILES CITY                    ","MT","59301","    ","(406)232-6561","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE","439 S BELT HWY                                         ","                                                       ","SAINT JOSEPH                  ","MO","64506","    ","(816)233-9777","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","450 W SILVER ST                                        ","STE 107                                                ","ELKO                          ","NV","89801","    ","(775)777-9622","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","5522 HARFORD RD                                        ","                                                       ","BALTIMORE                     ","MD","21214","    ","(410)254-0202","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","111 SCHUMATE CHAPEL RD                                 ","                                                       ","JEFFERSON CITY                ","MO","65109","    ","(573)636-2229","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","MEDICAL WEST RESPIRATORY SERVICES","119 WALKER RD                                          ","STE A                                                  ","FARMINGTON                    ","MO","63640","    ","(573)756-7747","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","1400 S LIMIT AVE                                       ","STE 22                                                 ","SEDALIA                       ","MO","65301","    ","(660)829-1979","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","2100 THEMIS ST                                         ","STE C                                                  ","CAPE GIRARDEAU                ","MO","63701","    ","(573)332-0020","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","1184 B GRAVES AVE                                      ","                                                       ","ESTES PARK                    ","CO","80517","    ","(970)586-8447","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","1131 HIGHWAY 16 E                                      ","SUITE 100                                              ","NEWNAN                        ","GA","30263","    ","(678)423-1619","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE","1209 MARTHA BERRY BLVD NW                              ","                                                       ","ROME                          ","GA","30165","    ","(706)290-0555","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","MEDICAL WEST RESPIRATORY SERVICES","1381 HIGH ST                                           ","STE 101                                                ","WASHINGTON                    ","MO","63090","    ","(636)390-4147","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","5900 N TOWER DR                                        ","STE J                                                  ","COLUMBIA                      ","MO","65202","    ","(573)449-0206","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE","1321 N MAIN ST                                         ","                                                       ","HARRISON                      ","AR","72601","    ","(870)743-5532","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","9420 W PERSHING AVE                                    ","                                                       ","VISALIA                       ","CA","93291","    ","(559)651-2400","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE","1644 DIVIDEND LOOP                                     ","                                                       ","MYRTLE BEACH                  ","SC","29577","    ","(843)445-9997","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE","1810 NW MULHOLLAND DR                                  ","                                                       ","ROSEBURG                      ","OR","97470","    ","(541)957-0907","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","5959 STATE ROUTE 303 NE                                ","SUITE 101                                              ","BREMERTON                     ","WA","98311","    ","(360)792-9414","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","3900 ROOSEVELT RD                                      ","STE 103                                                ","SAINT CLOUD                   ","MN","56301","    ","(320)654-1747","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","1051 HUSBAND RD                                        ","                                                       ","PADUCAH                       ","KY","42003","    ","(270)443-0957","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE","580 MADISON AVE                                        ","STE 5                                                  ","NORTH LIBERTY                 ","IA","52317","    ","(319)362-5544","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","571 US RTE 4                                           ","                                                       ","ENFIELD                       ","NH","03748","    ","(603)632-5369","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","158 S 4TH ST                                           ","                                                       ","SELMER                        ","TN","38375","    ","(731)645-4402","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","2515 S AVENUE 2 1/2 E                                  ","STE 3                                                  ","YUMA                          ","AZ","85365","    ","(928)317-0788","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","1019 W MAIN ST                                         ","STE 3                                                  ","MOREHEAD                      ","KY","40351","    ","(606)780-0002","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE","1964 MESQUITE AVE                                      ","STE B                                                  ","LAKE HAVASU CITY              ","AZ","86403","    ","(928)680-1855","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","211 W 3RD ST                                           ","                                                       ","ALLIANCE                      ","NE","69301","    ","(308)762-3514","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","4930 N CLIFF AVE                                       ","                                                       ","SIOUX FALLS                   ","SD","57104","    ","(605)332-2858","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE","660 W 1725 N                                           ","                                                       ","LOGAN                         ","UT","84321","    ","(435)752-4336","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","498 E MAIN ST                                          ","                                                       ","ABINGDON                      ","VA","24210","    ","(276)676-2027","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","608 COSBY HWY                                          ","                                                       ","NEWPORT                       ","TN","37821","    ","(423)623-3230","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","800 BLUE RIDGE AVE                                     ","STE C                                                  ","BEDFORD                       ","VA","24523","    ","(540)586-5743","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","610 MELARKEY ST                                        ","                                                       ","WINNEMUCCA                    ","NV","89445","    ","(775)625-3344","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","8615 W KELTON LN                                       ","STE 308                                                ","PEORIA                        ","AZ","85382","    ","(623)972-0044","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","620 E SMITH RD                                         ","STE W25                                                ","MEDINA                        ","OH","44256","    ","(330)723-9805","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE","268 S HIGHWAY 55                                       ","                                                       ","PRICE                         ","UT","84501","    ","(435)637-3511","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC.","728 N 50 E                                             ","                                                       ","EPHRAIM                       ","UT","84627","    ","(435)283-0091","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE","1515 SWIFT AVE                                         ","                                                       ","NORTH KANSAS CITY             ","MO","64116","    ","(816)474-4744","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","812 12TH AVE                                           ","STE 2                                                  ","ROCK FALLS                    ","IL","61071","    ","(815)632-0757","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","107 N MAINE ST                                         ","                                                       ","FALLON                        ","NV","89406","    ","(775)423-1925","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","2006 FREEDOM RD                                        ","                                                       ","TRINIDAD                      ","CO","81082","    ","(719)846-7648","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE","221A WEAVER ST                                         ","                                                       ","FALL RIVER                    ","MA","02720","    ","(508)672-0405","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","1700 HAYES DR                                          ","                                                       ","MANHATTAN                     ","KS","66502","    ","(785)537-3373","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","11 VILLAGE PLZ                                         ","                                                       ","LIBERAL                       ","KS","67901","    ","(620)624-6888","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","RESPIRATORY SERVICES OF KANSAS","3975 N WOODLAWN CT                                     ","                                                       ","BEL AIRE                      ","KS","67220","    ","(316)682-3056","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","11001 US HWY 250 N                                     ","UNIT E15                                               ","MILAN                         ","OH","44846","    ","(419)499-1188","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","13455 MALAKI RD                                        ","STE 6                                                  ","APPLE VALLEY                  ","CA","92308","    ","(760)961-2066","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","1660 ENTERPRISE PKWY A                                 ","                                                       ","WOOSTER                       ","OH","44691","    ","(330)264-4673","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","1 SCALE AVE                                            ","BLDG 7                                                 ","RUTLAND                       ","VT","05701","    ","(802)775-2577","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE","1566 AKRON PENINSULA RD                                ","STE 2                                                  ","AKRON                         ","OH","44313","    ","(330)928-0884","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","3330 COLTON DR                                         ","STE B                                                  ","HELENA                        ","MT","59602","    ","(406)449-2253","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","234 WHITE MOUNTAIN HWY                                 ","                                                       ","CONWAY                        ","NH","03818","    ","(603)447-3697","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","374 N MOUNT ZION RD                                    ","                                                       ","LEBANON                       ","IN","46052","    ","(765)483-0462","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","700E 1ST ST E                                          ","                                                       ","OGALLALA                      ","NE","69153","    ","(308)284-2020","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","802 HALL ST                                            ","STE 4                                                  ","LENOIR CITY                   ","TN","37772","    ","(865)986-0735","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","528 HIGHWAY 180 W                                      ","                                                       ","SILVER CITY                   ","NM","88061","    ","(575)534-1747","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","2340 SUNSET DR                                         ","STE D                                                  ","GRENADA                       ","MS","38901","    ","(662)294-9960","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","7 MORSE DR                                             ","                                                       ","ESSEX JUNCTION                ","VT","05452","    ","(802)872-2775","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","SANDHILLS MEDICAL SUPPLY","518 W HIGHWAY 20                                       ","STE 1                                                  ","VALENTINE                     ","NE","69201","    ","(402)376-3186","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","1181 S HIGHWAY 191                                     ","BLDG 3                                                 ","MOAB                          ","UT","84532","    ","(435)719-2090","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","119 PINE STREET                                        ","SUITE B                                                ","PINEVILLE                     ","KY","40977","    ","(606)337-2402","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","2600 N YAGER RD                                        ","STE 1001                                               ","FREMONT                       ","NE","68025","    ","(402)753-3687","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","6193 HIGHWAY BLVD                                      ","STE 210                                                ","KATY                          ","TX","77494","    ","(281)395-0202","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","UNITED MEDICAL","1209 HIGHWAY 641 S                                     ","                                                       ","PARIS                         ","TN","38242","    ","(731)641-0213","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","880 GILLESPIE ST                                       ","                                                       ","PRATTVILLE                    ","AL","36067","    ","(334)358-4332","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","710 BELVEDERE DR                                       ","                                                       ","ANDALUSIA                     ","AL","36420","    ","(334)222-0050","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","602 MAIN STREET                                        ","                                                       ","LYNDONVILLE                   ","VT","05819","    ","(802)626-0321","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","UNITED MEDICAL","517 N 15TH ST                                          ","                                                       ","MIDDLESBORO                   ","KY","40965","    ","(606)242-2377","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","2216 WILSON BLVD                                       ","                                                       ","WINCHESTER                    ","VA","22601","    ","(540)662-2266","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","3 6TH ST                                               ","                                                       ","CANISTEO                      ","NY","14823","    ","(607)698-5100","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","305 MAIN ST                                            ","                                                       ","TROY                          ","MO","63379","    ","(636)528-1640","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","7104 N ALPINE RD                                       ","                                                       ","LOVES PARK                    ","IL","61111","    ","(815)636-9770","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","1581 HIGHWAY 98 W                                      ","STE A                                                  ","CARRABELLE                    ","FL","32322","    ","(850)697-9111","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","420 3RD STREET                                         ","                                                       ","HAVRE                         ","MT","59501","    ","(406)265-8882","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","460 N SWITZER CANYON DR                                ","STE 200                                                ","FLAGSTAFF                     ","AZ","86001","    ","(928)779-2886","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE","330 EMERSON ST N                                       ","                                                       ","CAMBRIDGE                     ","MN","55008","    ","(763)691-0172","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","126 MARKET ST                                          ","                                                       ","NEW BERN                      ","NC","28560","    ","(252)634-3355","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","602 ANSBOROUGH AVE                                     ","                                                       ","WATERLOO                      ","IA","50701","    ","(319)232-1770","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE","314 W 1ST AVE                                          ","STE A                                                  ","HUTCHINSON                    ","KS","67501","    ","(620)663-1919","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE","301 KENTUCKY HIGHWAY 119 N                             ","                                                       ","WHITESBURG                    ","KY","41858","    ","(606)633-2861","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","1115 HIGHWAY 301 N                                     ","UNIT A                                                 ","DILLON                        ","SC","29536","    ","(843)774-7444","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","607 N MCDUFFIE ST                                      ","                                                       ","ANDERSON                      ","SC","29621","    ","(864)222-2298","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","2547 MORNINGSIDE DR                                    ","                                                       ","WEST COLUMBIA                 ","SC","29169","    ","(803)926-1302","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","191 RIDGELINE DR                                       ","                                                       ","ABERDEEN                      ","NC","28315","    ","(910)944-2120","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","2326N BATAVIA ST 115                                   ","                                                       ","ORANGE                        ","CA","92865","    ","(714)637-7570","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","3549 W HOUGHTON LAKE DR                                ","                                                       ","HOUGHTON LAKE                 ","MI","48629","    ","(989)366-0100","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","401 S BISHOP AVE                                       ","# R                                                    ","ROLLA                         ","MO","65401","    ","(573)364-1000","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","1555 ASHLAND CITY RD                                   ","                                                       ","CLARKSVILLE                   ","TN","37040","    ","(931)648-2331","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE","300 GEORGE ST                                          ","                                                       ","BECKLEY                       ","WV","25801","    ","(304)252-8397","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","145 N WHITE MOUNTAIN RD                                ","STE C                                                  ","SHOW LOW                      ","AZ","85901","    ","(928)532-0066","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","811 MAIN ST                                            ","                                                       ","WINFIELD                      ","KS","67156","    ","(620)229-8396","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","LINCARE INC","763 CHLOE RD                                           ","                                                       ","PIKEVILLE                     ","KY","41501","    ","(606)432-0102","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","LINCARE INC.                                                          ","ADULT AND PEDIATRIC SPECIALIST","1048 INDEPENDENT AVE                                   ","STE A116                                               ","GRAND JUNCTION                ","CO","81505","    ","(970)241-7744","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","WAL-MART STORES EAST LP                                               ","WALMART PHARMACY 10-6942","4851 W HOUSTON ST                                      ","                                                       ","BROKEN ARROW                  ","OK","74012","    ","(918)505-6094","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","WAL-MART STORES EAST LP                                               ","WALMART PHARMACY 10-6390","5550 E FALL CREEK PARKWAY NORTH DR                     ","                                                       ","INDIANAPOLIS                  ","IN","46226","    ","(317)614-4051","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","WAL-MART STORES EAST LP                                               ","WALMART PHARMACY # 10-2392","3560 BEE RIDGE ROAD                                    ","                                                       ","SARASOTA                      ","FL","34239","    ","(941)702-6244","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","WAL-MART STORES EAST LP                                               ","WALMART PHARMACY 10-3185","4226 OAKWOOD AVE NW                                    ","                                                       ","HUNTSVILLE                    ","AL","35810","    ","(256)361-2087","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","WAL-MART STORES EAST LP                                               ","WALMART PHARMACY 10-7249","500 WEST MOUNT VERNON BLVD                             ","                                                       ","MOUNT VERNON                  ","MO","65712","    ","(417)461-7028","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","WAL-MART STORES EAST LP                                               ","WAL-MART STORES EAST, LP","4350 US 70 HWY E                                       ","                                                       ","GOLDSBORO                     ","NC","27530","    ","(919)988-6040","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","WAL-MART STORES EAST LP                                               ","WALMART PHARMACY 10-2442","5261 NORTH ANTIOCH ROAD                                ","                                                       ","KANSAS CITY                   ","MO","64119","    ","(816)448-4002","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","WAL-MART STORES EAST LP                                               ","WALMART PHARMACY 10-2757","2012 MEMORIAL BLVD                                     ","                                                       ","MURFREESBORO                  ","TN","37129","    ","(615)995-7097","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","WAL-MART STORES EAST LP                                               ","WALMART PHARMACY 10-7222","2830 GATEWAY DRIVE                                     ","                                                       ","GREENVILLE                    ","NC","27834","    ","(252)917-6170","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","WAL-MART STORES EAST LP                                               ","WAL-MART PHARMACY 10-3156","117 MARKETPLACE DRIVE                                  ","                                                       ","HAMPTON                       ","VA","23666","    ","(757)637-4868","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","WAL-MART STORES EAST LP                                               ","WALMART PHARMACY 10-7329","120 S ODOM ST                                          ","                                                       ","ST PAULS                      ","NC","28384","    ","(910)241-6158","","Blood Glucose Monitors & Supplies: Mail Order","N"
"","","WAL-MART STORES EAST LP                                               ","WALMART PHARMACY 10-6394","6300 W BROWN DEER RD                                   ","                                                       ","BROWN DEER                    ","WI","53223","    ","(414)410-2551","","Blood Glucose Monitors & Supplies: Mail Order","N"
